"DateTime","Positive reviews","Negative reviews"
"2024-03-23 00:00:00",14814,-17661
"2024-03-24 00:00:00",,
"2024-03-25 00:00:00",9491,-5718
"2024-03-26 00:00:00",5852,-2804
"2024-03-27 00:00:00",,
"2024-03-28 00:00:00",3506,-1501
"2024-03-29 00:00:00",3017,-1230
"2024-03-30 00:00:00",,
"2024-03-31 00:00:00",2898,-962
"2024-04-01 00:00:00",2291,-869
"2024-04-02 00:00:00",,
"2024-04-03 00:00:00",1958,-613
"2024-04-04 00:00:00",,
"2024-04-05 00:00:00",1524,-494
"2024-04-06 00:00:00",1148,-469
"2024-04-07 00:00:00",411,-141
"2024-04-08 00:00:00",903,-343
"2024-04-09 00:00:00",400,-106
"2024-04-10 00:00:00",550,-234
"2024-04-11 00:00:00",387,-181
"2024-04-12 00:00:00",376,-195
"2024-04-13 00:00:00",272,-113
"2024-04-14 00:00:00",226,-109
"2024-04-15 00:00:00",372,-181
"2024-04-16 00:00:00",228,-132
"2024-04-17 00:00:00",215,-97
"2024-04-18 00:00:00",233,-134
"2024-04-19 00:00:00",142,-60
"2024-04-20 00:00:00",156,-100
"2024-04-21 00:00:00",209,-137
"2024-04-22 00:00:00",291,-171
"2024-04-23 00:00:00",77,-30
"2024-04-24 00:00:00",141,-61
"2024-04-25 00:00:00",135,-83
"2024-04-26 00:00:00",159,-106
"2024-04-27 00:00:00",106,-49
"2024-04-28 00:00:00",125,-91
"2024-04-29 00:00:00",120,-66
"2024-04-30 00:00:00",92,-57
"2024-05-01 00:00:00",132,-80
"2024-05-02 00:00:00",47,-14
"2024-05-03 00:00:00",70,-55
"2024-05-04 00:00:00",74,-49
"2024-05-05 00:00:00",123,-42
"2024-05-06 00:00:00",93,-35
"2024-05-07 00:00:00",114,-79
"2024-05-08 00:00:00",69,-44
"2024-05-09 00:00:00",58,-41
"2024-05-10 00:00:00",49,-32
"2024-05-11 00:00:00",25,-22
"2024-05-12 00:00:00",106,-65
"2024-05-13 00:00:00",26,-29
"2024-05-14 00:00:00",51,-27
"2024-05-15 00:00:00",60,-79
"2024-05-16 00:00:00",48,-37
"2024-05-17 00:00:00",34,-47
"2024-05-18 00:00:00",41,-48
"2024-05-19 00:00:00",60,-32
"2024-05-20 00:00:00",47,-48
"2024-05-21 00:00:00",66,-32
"2024-05-22 00:00:00",42,-30
"2024-05-23 00:00:00",44,-20
"2024-05-24 00:00:00",19,-12
"2024-05-25 00:00:00",50,-24
"2024-05-26 00:00:00",26,-33
"2024-05-27 00:00:00",34,-21
"2024-05-28 00:00:00",31,-38
"2024-05-29 00:00:00",30,-42
"2024-05-30 00:00:00",12,-12
"2024-05-31 00:00:00",42,-27
"2024-06-01 00:00:00",41,-34
"2024-06-02 00:00:00",29,-28
"2024-06-03 00:00:00",42,-32
"2024-06-04 00:00:00",23,-13
"2024-06-05 00:00:00",30,-23
"2024-06-06 00:00:00",29,-10
"2024-06-07 00:00:00",16,-22
"2024-06-08 00:00:00",30,-29
"2024-06-09 00:00:00",33,-22
"2024-06-10 00:00:00",18,-25
"2024-06-11 00:00:00",27,-16
"2024-06-12 00:00:00",13,-23
"2024-06-13 00:00:00",17,-6
"2024-06-14 00:00:00",17,-26
"2024-06-15 00:00:00",12,-24
"2024-06-16 00:00:00",27,-27
"2024-06-17 00:00:00",28,-23
"2024-06-18 00:00:00",21,-23
"2024-06-19 00:00:00",26,-17
"2024-06-20 00:00:00",27,-21
"2024-06-21 00:00:00",15,-12
"2024-06-22 00:00:00",16,-14
"2024-06-23 00:00:00",23,-24
"2024-06-24 00:00:00",17,-18
"2024-06-25 00:00:00",28,-20
"2024-06-26 00:00:00",18,-13
"2024-06-27 00:00:00",43,-30
"2024-06-28 00:00:00",27,-47
"2024-06-29 00:00:00",83,-115
"2024-06-30 00:00:00",105,-142
"2024-07-01 00:00:00",65,-95
"2024-07-02 00:00:00",70,-71
